value,occurrence_count,recipe_support,recipe_prevalence,occurrences_per_supporting_recipe,examples
jumbo shells,8,8,0.00014619,1.0,jumbo shells | jumbo shells | jumbo shells | jumbo shells | jumbo shells
vinaigrette dressing,8,8,0.00014619,1.0,vinaigrette dressing | vinaigrette dressing | vinaigrette dressing | vinaigrette dressing | vinaigrette dressing
green tea powder,8,8,0.00014619,1.0,green tea powder | green tea powder | green tea powder | green tea powder | green tea powder
custard,8,8,0.00014619,1.0,custard | custard | custard | custard | custard
plain dry bread crumb,8,8,0.00014619,1.0,plain dry bread crumb | plain dry bread crumb | plain dry bread crumb | plain dry bread crumb | plain dry bread crumb
your favorite salsa,8,8,0.00014619,1.0,your favorite salsa | your favorite salsa | your favorite salsa | your favorite salsa | your favorite salsa
flavoring,8,8,0.00014619,1.0,flavoring | flavoring | flavoring | flavoring | flavoring
celtic salt,8,8,0.00014619,1.0,celtic salt | celtic salt | celtic salt | celtic salt | celtic salt
ginger 1 inch piece,8,8,0.00014619,1.0,ginger 1 inch piece | ginger 1 inch piece | ginger 1 inch piece | ginger 1 inch piece | ginger 1 inch piece
hard egg,8,8,0.00014619,1.0,hard egg | hard egg | hard egg | hard egg | hard egg
egg beaters,8,8,0.00014619,1.0,egg beaters | egg beaters | egg beaters | egg beaters | egg beaters
center cut beef tenderloin,8,8,0.00014619,1.0,center cut beef tenderloin | center cut beef tenderloin | center cut beef tenderloin | center cut beef tenderloin | center cut beef tenderloin
sundried tomatoes,8,8,0.00014619,1.0,sundried tomatoes | sundried tomatoes | sundried tomatoes | sundried tomatoes | sundried tomatoes
guajillo chilies,8,8,0.00014619,1.0,guajillo chilies | guajillo chilies | guajillo chilies | guajillo chilies | guajillo chilies
raw cane sugar,8,8,0.00014619,1.0,raw cane sugar | raw cane sugar | raw cane sugar | raw cane sugar | raw cane sugar
mccormick ground cumin,8,8,0.00014619,1.0,mccormick ground cumin | mccormick ground cumin | mccormick ground cumin | mccormick ground cumin | mccormick ground cumin
buckwheat soba noodles,8,8,0.00014619,1.0,buckwheat soba noodles | buckwheat soba noodles | buckwheat soba noodles | buckwheat soba noodles | buckwheat soba noodles
jar taco sauce,8,8,0.00014619,1.0,jar taco sauce | jar taco sauce | jar taco sauce | jar taco sauce | jar taco sauce
smooth peanut butter,8,8,0.00014619,1.0,smooth peanut butter | smooth peanut butter | smooth peanut butter | smooth peanut butter | smooth peanut butter
italian seasoning mix,8,8,0.00014619,1.0,italian seasoning mix | italian seasoning mix | italian seasoning mix | italian seasoning mix | italian seasoning mix
waffle,8,8,0.00014619,1.0,waffle | waffle | waffle | waffle | waffle
balsamico,8,8,0.00014619,1.0,balsamico | balsamico | balsamico | balsamico | balsamico
thinly pancetta,8,8,0.00014619,1.0,thinly pancetta | thinly pancetta | thinly pancetta | thinly pancetta | thinly pancetta
bottle dry red wine,8,8,0.00014619,1.0,bottle dry red wine | bottle dry red wine | bottle dry red wine | bottle dry red wine | bottle dry red wine
uncook medium shrimp,8,8,0.00014619,1.0,uncook medium shrimp | uncook medium shrimp | uncook medium shrimp | uncook medium shrimp | uncook medium shrimp
kalamata olive halves,8,8,0.00014619,1.0,kalamata olive halves | kalamata olive halves | kalamata olive halves | kalamata olive halves | kalamata olive halves
pink salt,8,8,0.00014619,1.0,pink salt | pink salt | pink salt | pink salt | pink salt
vegan yogurt,8,8,0.00014619,1.0,vegan yogurt | vegan yogurt | vegan yogurt | vegan yogurt | vegan yogurt
kielbasa,8,8,0.00014619,1.0,kielbasa | kielbasa | kielbasa | kielbasa | kielbasa
coffee granules,8,8,0.00014619,1.0,coffee granules | coffee granules | coffee granules | coffee granules | coffee granules
wood chips,8,8,0.00014619,1.0,wood chips | wood chips | wood chips | wood chips | wood chips
fine dry bread crumbs,8,8,0.00014619,1.0,fine dry bread crumbs | fine dry bread crumbs | fine dry bread crumbs | fine dry bread crumbs | fine dry bread crumbs
tb olive oil,8,8,0.00014619,1.0,tb olive oil | tb olive oil | tb olive oil | tb olive oil | tb olive oil
cooking liquid,8,8,0.00014619,1.0,cooking liquid | cooking liquid | cooking liquid | cooking liquid | cooking liquid
popcorn,8,8,0.00014619,1.0,popcorn | popcorn | popcorn | popcorn | popcorn
gold medal all purpose flour,8,8,0.00014619,1.0,gold medal all purpose flour | gold medal all purpose flour | gold medal all purpose flour | gold medal all purpose flour | gold medal all purpose flour
toppings sour cream,8,8,0.00014619,1.0,toppings sour cream | toppings sour cream | toppings sour cream | toppings sour cream | toppings sour cream
turkey meatballs,8,8,0.00014619,1.0,turkey meatballs | turkey meatballs | turkey meatballs | turkey meatballs | turkey meatballs
wacholderbeeren,8,8,0.00014619,1.0,wacholderbeeren | wacholderbeeren | wacholderbeeren | wacholderbeeren | wacholderbeeren
montreal steak seasoning,8,8,0.00014619,1.0,montreal steak seasoning | montreal steak seasoning | montreal steak seasoning | montreal steak seasoning | montreal steak seasoning
white bread flour,8,8,0.00014619,1.0,white bread flour | white bread flour | white bread flour | white bread flour | white bread flour
serrano chile peppers,8,8,0.00014619,1.0,serrano chile peppers | serrano chile peppers | serrano chile peppers | serrano chile peppers | serrano chile peppers
pt cherry tomatoes,8,8,0.00014619,1.0,pt cherry tomatoes | pt cherry tomatoes | pt cherry tomatoes | pt cherry tomatoes | pt cherry tomatoes
tapioca,7,7,0.00012791,1.0,tapioca | tapioca | tapioca | tapioca | tapioca
inch cinnamon,7,7,0.00012791,1.0,inch cinnamon | inch cinnamon | inch cinnamon | inch cinnamon | inch cinnamon
taco meat,7,7,0.00012791,1.0,taco meat | taco meat | taco meat | taco meat | taco meat
quart chicken broth,7,7,0.00012791,1.0,quart chicken broth | quart chicken broth | quart chicken broth | quart chicken broth | quart chicken broth
gochugaru,7,7,0.00012791,1.0,gochugaru | gochugaru | gochugaru | gochugaru | gochugaru
taro,7,7,0.00012791,1.0,taro | taro | taro | taro | taro
pastry flour,7,7,0.00012791,1.0,pastry flour | pastry flour | pastry flour | pastry flour | pastry flour
dry italian seasoning,7,7,0.00012791,1.0,dry italian seasoning | dry italian seasoning | dry italian seasoning | dry italian seasoning | dry italian seasoning
piment d espelette,7,7,0.00012791,1.0,piment d espelette | piment d espelette | piment d espelette | piment d espelette | piment d espelette
pork butt or shoulder,7,7,0.00012791,1.0,pork butt or shoulder | pork butt or shoulder | pork butt or shoulder | pork butt or shoulder | pork butt or shoulder
fine sea salt and freshly ground pepper,7,7,0.00012791,1.0,fine sea salt and freshly ground pepper | fine sea salt and freshly ground pepper | fine sea salt and freshly ground pepper | fine sea salt and freshly ground pepper | fine sea salt and freshly ground pepper
pomelo,7,7,0.00012791,1.0,pomelo | pomelo | pomelo | pomelo | pomelo
pasta spiral,7,7,0.00012791,1.0,pasta spiral | pasta spiral | pasta spiral | pasta spiral | pasta spiral
el butterschmalz,7,7,0.00012791,1.0,el butterschmalz | el butterschmalz | el butterschmalz | el butterschmalz | el butterschmalz
coarse ground pepper,7,7,0.00012791,1.0,coarse ground pepper | coarse ground pepper | coarse ground pepper | coarse ground pepper | coarse ground pepper
turkey italian sausage,7,7,0.00012791,1.0,turkey italian sausage | turkey italian sausage | turkey italian sausage | turkey italian sausage | turkey italian sausage
reis,7,7,0.00012791,1.0,reis | reis | reis | reis | reis
candied orange peel,7,7,0.00012791,1.0,candied orange peel | candied orange peel | candied orange peel | candied orange peel | candied orange peel
grenadine,7,7,0.00012791,1.0,grenadine | grenadine | grenadine | grenadine | grenadine
ranch salad dressing,7,7,0.00012791,1.0,ranch salad dressing | ranch salad dressing | ranch salad dressing | ranch salad dressing | ranch salad dressing
lard or vegetable oil,7,7,0.00012791,1.0,lard or vegetable oil | lard or vegetable oil | lard or vegetable oil | lard or vegetable oil | lard or vegetable oil
whole peppercorns,7,7,0.00012791,1.0,whole peppercorns | whole peppercorns | whole peppercorns | whole peppercorns | whole peppercorns
brie,7,7,0.00012791,1.0,brie | brie | brie | brie | brie
tumeric,7,7,0.00012791,1.0,tumeric | tumeric | tumeric | tumeric | tumeric
el balsamico,7,7,0.00012791,1.0,el balsamico | el balsamico | el balsamico | el balsamico | el balsamico
warm milk,7,7,0.00012791,1.0,warm milk | warm milk | warm milk | warm milk | warm milk
4,7,7,0.00012791,1.0,4 | 4 | 4 | 4 | 4
lite soy sauce,7,7,0.00012791,1.0,lite soy sauce | lite soy sauce | lite soy sauce | lite soy sauce | lite soy sauce
unpeeled garlic cloves,7,7,0.00012791,1.0,unpeeled garlic cloves | unpeeled garlic cloves | unpeeled garlic cloves | unpeeled garlic cloves | unpeeled garlic cloves
extra virgin olive oil plus additional for brushing,7,7,0.00012791,1.0,extra virgin olive oil plus additional for brushing | extra virgin olive oil plus additional for brushing | extra virgin olive oil plus additional for brushing | extra virgin olive oil plus additional for brushing | extra virgin olive oil plus additional for brushing
whole roasting chicken,7,7,0.00012791,1.0,whole roasting chicken | whole roasting chicken | whole roasting chicken | whole roasting chicken | whole roasting chicken
handful cilantro leaves,7,7,0.00012791,1.0,handful cilantro leaves | handful cilantro leaves | handful cilantro leaves | handful cilantro leaves | handful cilantro leaves
firmly basil leaves,7,7,0.00012791,1.0,firmly basil leaves | firmly basil leaves | firmly basil leaves | firmly basil leaves | firmly basil leaves
neufchatel,7,7,0.00012791,1.0,neufchatel | neufchatel | neufchatel | neufchatel | neufchatel
rose wine,7,7,0.00012791,1.0,rose wine | rose wine | rose wine | rose wine | rose wine
freshly cracked pepper,7,7,0.00012791,1.0,freshly cracked pepper | freshly cracked pepper | freshly cracked pepper | freshly cracked pepper | freshly cracked pepper
fryer chicken,7,7,0.00012791,1.0,fryer chicken | fryer chicken | fryer chicken | fryer chicken | fryer chicken
french bread slices,7,7,0.00012791,1.0,french bread slices | french bread slices | french bread slices | french bread slices | french bread slices
pasta dough,7,7,0.00012791,1.0,pasta dough | pasta dough | pasta dough | pasta dough | pasta dough
whole pitted dates,7,7,0.00012791,1.0,whole pitted dates | whole pitted dates | whole pitted dates | whole pitted dates | whole pitted dates
sweet potatoes or yams,7,7,0.00012791,1.0,sweet potatoes or yams | sweet potatoes or yams | sweet potatoes or yams | sweet potatoes or yams | sweet potatoes or yams
pickled jalapeno slices,7,7,0.00012791,1.0,pickled jalapeno slices | pickled jalapeno slices | pickled jalapeno slices | pickled jalapeno slices | pickled jalapeno slices
canola or olive oil,7,7,0.00012791,1.0,canola or olive oil | canola or olive oil | canola or olive oil | canola or olive oil | canola or olive oil
chipotle in adobo,7,7,0.00012791,1.0,chipotle in adobo | chipotle in adobo | chipotle in adobo | chipotle in adobo | chipotle in adobo
strawberry puree,7,7,0.00012791,1.0,strawberry puree | strawberry puree | strawberry puree | strawberry puree | strawberry puree
linguine pasta,7,7,0.00012791,1.0,linguine pasta | linguine pasta | linguine pasta | linguine pasta | linguine pasta
taco seasoning reduced sodium,7,7,0.00012791,1.0,taco seasoning reduced sodium | taco seasoning reduced sodium | taco seasoning reduced sodium | taco seasoning reduced sodium | taco seasoning reduced sodium
t sugar,7,7,0.00012791,1.0,t sugar | t sugar | t sugar | t sugar | t sugar
plus 1 teaspoon olive oil,7,7,0.00012791,1.0,plus 1 teaspoon olive oil | plus 1 teaspoon olive oil | plus 1 teaspoon olive oil | plus 1 teaspoon olive oil | plus 1 teaspoon olive oil
sirloin tip,7,7,0.00012791,1.0,sirloin tip | sirloin tip | sirloin tip | sirloin tip | sirloin tip
condensed chicken broth,7,7,0.00012791,1.0,condensed chicken broth | condensed chicken broth | condensed chicken broth | condensed chicken broth | condensed chicken broth
vine ripe tomatoes,7,7,0.00012791,1.0,vine ripe tomatoes | vine ripe tomatoes | vine ripe tomatoes | vine ripe tomatoes | vine ripe tomatoes
dark chocolate cocoa powder,7,7,0.00012791,1.0,dark chocolate cocoa powder | dark chocolate cocoa powder | dark chocolate cocoa powder | dark chocolate cocoa powder | dark chocolate cocoa powder
tapenade,7,7,0.00012791,1.0,tapenade | tapenade | tapenade | tapenade | tapenade
strong flour,7,7,0.00012791,1.0,strong flour | strong flour | strong flour | strong flour | strong flour
manicotti shells,7,7,0.00012791,1.0,manicotti shells | manicotti shells | manicotti shells | manicotti shells | manicotti shells
bottled ground ginger,7,7,0.00012791,1.0,bottled ground ginger | bottled ground ginger | bottled ground ginger | bottled ground ginger | bottled ground ginger
agar,7,7,0.00012791,1.0,agar | agar | agar | agar | agar
crisps,7,7,0.00012791,1.0,crisps | crisps | crisps | crisps | crisps
chicken stock or low sodium chicken broth,7,7,0.00012791,1.0,chicken stock or low sodium chicken broth | chicken stock or low sodium chicken broth | chicken stock or low sodium chicken broth | chicken stock or low sodium chicken broth | chicken stock or low sodium chicken broth
bottle ketchup,7,7,0.00012791,1.0,bottle ketchup | bottle ketchup | bottle ketchup | bottle ketchup | bottle ketchup
hot linguine,7,7,0.00012791,1.0,hot linguine | hot linguine | hot linguine | hot linguine | hot linguine
red chiles,7,7,0.00012791,1.0,red chiles | red chiles | red chiles | red chiles | red chiles
jalapeno or serrano chile,7,7,0.00012791,1.0,jalapeno or serrano chile | jalapeno or serrano chile | jalapeno or serrano chile | jalapeno or serrano chile | jalapeno or serrano chile
anardana,7,7,0.00012791,1.0,anardana | anardana | anardana | anardana | anardana
loaf ciabatta,7,7,0.00012791,1.0,loaf ciabatta | loaf ciabatta | loaf ciabatta | loaf ciabatta | loaf ciabatta
size sweet potatoes,7,7,0.00012791,1.0,size sweet potatoes | size sweet potatoes | size sweet potatoes | size sweet potatoes | size sweet potatoes
t vegetable oil,7,7,0.00012791,1.0,t vegetable oil | t vegetable oil | t vegetable oil | t vegetable oil | t vegetable oil
boston butt pork roast,7,7,0.00012791,1.0,boston butt pork roast | boston butt pork roast | boston butt pork roast | boston butt pork roast | boston butt pork roast
bartlett pears,7,7,0.00012791,1.0,bartlett pears | bartlett pears | bartlett pears | bartlett pears | bartlett pears
cubes beef bouillon,7,7,0.00012791,1.0,cubes beef bouillon | cubes beef bouillon | cubes beef bouillon | cubes beef bouillon | cubes beef bouillon
fronds,7,7,0.00012791,1.0,fronds | fronds | fronds | fronds | fronds
freshly parsley,7,7,0.00012791,1.0,freshly parsley | freshly parsley | freshly parsley | freshly parsley | freshly parsley
codfish,7,7,0.00012791,1.0,codfish | codfish | codfish | codfish | codfish
torn mint leaves,7,7,0.00012791,1.0,torn mint leaves | torn mint leaves | torn mint leaves | torn mint leaves | torn mint leaves
green or red bell pepper,7,7,0.00012791,1.0,green or red bell pepper | green or red bell pepper | green or red bell pepper | green or red bell pepper | green or red bell pepper
lightly sweetened whipped cream,7,7,0.00012791,1.0,lightly sweetened whipped cream | lightly sweetened whipped cream | lightly sweetened whipped cream | lightly sweetened whipped cream | lightly sweetened whipped cream
whole wheat fusilli,7,7,0.00012791,1.0,whole wheat fusilli | whole wheat fusilli | whole wheat fusilli | whole wheat fusilli | whole wheat fusilli
