left,right,support_left,support_right,cooccurrence,p_right_given_left,p_left_given_right,jaccard,lift
red pepper flakes,soy sauce,2319,5367,369,0.15912031,0.06875349,0.0504305,1.7951807
flour,parsley,8057,3492,368,0.04567457,0.10538373,0.03291298,0.79198028
flour,soy sauce,8057,5367,368,0.04567457,0.06856717,0.02818627,0.51529628
parsley,thyme,3492,2373,368,0.10538373,0.15507796,0.06694561,2.68899499
butter,ginger,9765,7018,367,0.03758321,0.0522941,0.02235624,0.32426091
cilantro,red onion,9781,1162,367,0.03752173,0.31583477,0.03470121,1.95519836
maple syrup,salt,776,34455,367,0.47293814,0.01065157,0.01052662,0.83112479
milk,water,3433,8805,367,0.10690358,0.04168086,0.03091568,0.73515184
olive oil,white onion,18893,1149,367,0.01942518,0.31940818,0.01865311,1.02366831
balsamic vinegar,cheese,1017,15753,366,0.35988201,0.02323367,0.02231163,1.3832829
canola oil,onion,1935,12300,366,0.18914729,0.0297561,0.02638979,0.9311275
cilantro,paprika,9781,1778,366,0.03741949,0.20584927,0.03269901,1.27432504
avocado,chicken,2466,7796,365,0.14801298,0.04681888,0.03687986,1.1495877
baby spinach,salt,630,34455,365,0.57936508,0.01059353,0.01051267,1.01815573
hot sauce,pepper,739,22147,365,0.49391069,0.01648079,0.0162071,1.3503541
cayenne pepper,chicken,1890,7796,364,0.19259259,0.04669061,0.03904741,1.49582882
chicken broth,green onion,1942,8103,363,0.1869207,0.04479822,0.03749225,1.3967726
canola oil,water,1935,8805,362,0.1870801,0.041113,0.03488148,1.2865077
chili powder,corn tortillas,4698,1253,362,0.07705407,0.28890662,0.06477008,3.72356239
egg,pork,11145,1109,362,0.03248093,0.3264202,0.03044063,1.77341795
pepper,spanish onion,22147,603,362,0.01634533,0.60033167,0.01616938,1.64130956
garlic,toasted sesame oil,24801,610,361,0.01455586,0.59180328,0.01441118,1.44484854
mayonnaise,olive oil,1751,18893,361,0.2061679,0.01910761,0.01779816,0.6607456
egg,lemon,11145,2264,360,0.03230148,0.1590106,0.02758832,0.86389339
ginger,light soy sauce,7018,784,360,0.05129667,0.45918367,0.04837409,3.96175141
ginger,pork,7018,1109,360,0.05129667,0.32461677,0.04634994,2.80073319
peanut oil,soy sauce,930,5367,360,0.38709677,0.06707658,0.06063669,4.36719018
peanuts,salt,1024,34455,360,0.3515625,0.01044841,0.01025086,0.61782352
peanuts,soy sauce,1024,5367,360,0.3515625,0.06707658,0.05969159,3.96629577
capers,pepper,612,22147,359,0.58660131,0.01620987,0.01602679,1.60377068
chicken stock,cilantro,1705,9781,359,0.21055718,0.03670381,0.03226386,1.30346974
chives,garlic,1042,24801,359,0.34452975,0.01447522,0.01408727,0.84114658
olive oil,peas,18893,961,359,0.01900175,0.3735692,0.01841498,1.19724845
pepper,plum tomatoes,22147,701,359,0.01620987,0.51212553,0.01596336,1.40015357
chili powder,salsa,4698,1352,358,0.07620264,0.2647929,0.06289529,3.41277353
cinnamon,vanilla,1634,1041,358,0.21909425,0.3439001,0.15451014,12.74366635
eggplant,garlic,551,24801,358,0.64972777,0.0144349,0.01432344,1.58626734
onion,spinach,12300,1122,358,0.02910569,0.31907308,0.02740355,1.57072156
black beans,corn,1555,896,357,0.22958199,0.3984375,0.17048711,15.51472066
chicken,parsley,7796,3492,357,0.04579271,0.10223368,0.03265941,0.79402888
cilantro,tomato paste,9781,1708,357,0.03649934,0.20901639,0.03206971,1.29393136
garlic powder,water,2686,8805,357,0.13291139,0.04054514,0.03206395,0.91400168
light soy sauce,salt,784,34455,357,0.45535714,0.01036134,0.0102345,0.80022856
black peppercorns,salt,496,34455,356,0.71774194,0.01033232,0.0102905,1.26133433
curry powder,pepper,1003,22147,356,0.35493519,0.01607441,0.01561815,0.97039446
greek yogurt,olive oil,1697,18893,356,0.20978197,0.01884296,0.01759415,0.67232828
green onion,toasted sesame oil,8103,610,356,0.04393435,0.58360656,0.04259902,4.36102395
lime,soy sauce,3146,5367,356,0.11315957,0.06633128,0.0436435,1.27665583
pepper,thyme leaves,22147,527,356,0.01607441,0.67552182,0.01595125,1.84687977
cilantro,curry powder,9781,1003,355,0.03629486,0.35393819,0.0340397,2.19108037
lemon zest,pepper,808,22147,355,0.43935644,0.01602926,0.01570796,1.20120252
cheese,greek yogurt,15753,1697,354,0.02247191,0.20860342,0.0207066,0.80181152
cider vinegar,salt,537,34455,354,0.65921788,0.01027427,0.01021999,1.15848621
egg yolks,flour,1025,8057,354,0.34536585,0.04393695,0.04055912,2.5954949
garlic,ketchup,24801,858,354,0.01427362,0.41258741,0.01398933,1.00730486
red pepper flakes,water,2319,8805,354,0.15265201,0.04020443,0.03286908,1.04975343
sugar,whole milk,9681,1012,354,0.03656647,0.34980237,0.03423929,2.18784564
beef,pasta,2489,2765,353,0.14182403,0.12766727,0.07202612,3.10576664
black beans,cumin,1555,1942,353,0.22700965,0.18177137,0.11227735,7.07797842
buttermilk,salt,531,34455,353,0.66478343,0.01024525,0.01019259,1.16826691
cheese,red onion,15753,1162,353,0.02240843,0.30378657,0.02131385,1.1676682
cilantro,red pepper,9781,1751,353,0.03609038,0.20159909,0.03157706,1.24801397
cucumber,oregano,1907,4074,353,0.1851075,0.08664703,0.0627221,2.75116815
ginger,sesame seeds,7018,997,353,0.05029923,0.35406219,0.04607152,3.05478276
ground cumin,yellow onion,4111,2303,353,0.08586719,0.15327833,0.05824121,2.2576023
pepper,salsa,22147,1352,353,0.01593895,0.26109467,0.01525102,0.71383404
butter,sour cream,9765,2201,352,0.03604711,0.15992731,0.03030825,0.99166394
butter,yellow onion,9765,2303,352,0.03604711,0.15284412,0.03004438,0.94774309
canola oil,sugar,1935,9681,352,0.18191214,0.03635988,0.03125,1.13777299
garlic,ground cinnamon,24801,1606,352,0.01419298,0.21917808,0.01350988,0.53510878
green onion,red pepper,8103,1751,352,0.0434407,0.20102798,0.03704483,1.50218986
avocado,salsa,2466,1352,351,0.14233577,0.25961538,0.10124027,6.37457889
baking soda,vanilla extract,1065,2397,351,0.32957746,0.14643304,0.11282546,8.3253715
chicken,rice,7796,1164,351,0.04502309,0.30154639,0.04077129,2.34205157
cilantro,sriracha,9781,929,351,0.0358859,0.37782562,0.03388358,2.33895729
flour,garlic powder,8057,2686,351,0.0435646,0.13067759,0.03377598,0.98206875
cheese,white onion,15753,1149,350,0.02221799,0.30461271,0.02114548,1.17084361
chili powder,garlic paste,4698,543,350,0.07449979,0.64456722,0.07156001,8.30748087
ginger,shaoxing wine,7018,632,350,0.04987176,0.55379747,0.04794521,4.77806166
ginger,toasted sesame oil,7018,610,350,0.04987176,0.57377049,0.04809013,4.95038519
ground cumin,jalapeno chilies,4111,1861,350,0.08513744,0.18807093,0.06225543,2.77005468
avocado,cumin,2466,1942,349,0.14152474,0.17971164,0.08598177,4.4126276
cumin seed,water,1361,8805,349,0.2564291,0.03963657,0.03555058,1.76340509
garlic,plain greek yogurt,24801,1166,349,0.01407201,0.29931389,0.01362323,0.73075506
ginger,sriracha,7018,929,349,0.04972927,0.37567277,0.04593314,3.24123483
paprika,tomato,1778,7169,349,0.19628796,0.04868182,0.04059084,1.65786528
salt,shaoxing wine,34455,632,349,0.01012915,0.55221519,0.01004663,0.97044347
cooking spray,onion,2025,12300,348,0.17185185,0.02829268,0.02489805,0.84598615
eggplant,salt,551,34455,348,0.63157895,0.01010013,0.01004097,1.10991453
flour tortillas,garlic,1044,24801,348,0.33333333,0.01403169,0.01364866,0.81381127
garlic,roma tomatoes,24801,594,348,0.01403169,0.58585859,0.01389388,1.43033496
green onion,jalapeno chilies,8103,1861,348,0.04294706,0.18699624,0.03618968,1.39733707
coriander powder,oil,666,3310,347,0.52102102,0.10483384,0.09561863,9.5310643
egg,maple syrup,11145,776,347,0.03113504,0.44716495,0.02998099,2.42941567
green onion,mayonnaise,8103,1751,347,0.04282365,0.19817247,0.03649942,1.48085194
olive oil,spanish onion,18893,603,347,0.01836659,0.57545605,0.01812105,1.84427375
brown sugar,lime juice,2788,3816,346,0.1241033,0.09067086,0.05528923,1.96919675
cumin,lime,1942,3146,346,0.17816684,0.10998093,0.07296499,3.42911699
dill,lemon juice,879,4935,346,0.39362912,0.07011145,0.06327725,4.82963393
garlic,lemon zest,24801,808,346,0.01395105,0.42821782,0.01369592,1.04546547
ground cumin,oil,4111,3310,346,0.08416444,0.10453172,0.04890459,1.53962437
mirin,salt,1013,34455,346,0.34155972,0.01004208,0.00985138,0.60024499
onion,salsa,12300,1352,346,0.02813008,0.25591716,0.02600331,1.25981984
sesame oil,sesame seeds,2978,997,346,0.11618536,0.34704112,0.09534307,7.05619208
coriander powder,tomato,666,7169,345,0.51801802,0.04812387,0.04606142,4.37522541
cheese,honey,15753,2977,344,0.02183711,0.11555257,0.01870989,0.44415083
chicken broth,tomato,1942,7169,344,0.17713697,0.04798438,0.03923805,1.49611433
cilantro,red chili peppers,9781,1212,344,0.03517023,0.28382838,0.0323035,1.75706048
chicken,red pepper,7796,1751,343,0.04399692,0.19588806,0.03726641,1.5214241
egg,fish sauce,11145,2182,343,0.03077613,0.15719523,0.02641713,0.85403063
garlic powder,panko breadcrumbs,2686,2274,343,0.12769918,0.15083553,0.07429066,3.40025743
garlic powder,tomato,2686,7169,343,0.12769918,0.04784489,0.03605971,1.07855843
ginger,oyster sauce,7018,891,343,0.04887432,0.38496072,0.04533439,3.32136955
beef,chili powder,2489,4698,342,0.13740458,0.07279693,0.04996348,1.77093387
carrot,parsley,4669,3492,342,0.07324909,0.09793814,0.04373961,1.27011237
garlic powder,paprika,2686,1778,342,0.12732688,0.19235096,0.08296943,4.33613194
honey,rice vinegar,2977,2142,342,0.11488075,0.15966387,0.07159305,3.24744611
butter,chicken broth,9765,1942,341,0.03492063,0.17559217,0.03000176,1.08879735
cheese,worcestershire sauce,15753,1109,341,0.02164667,0.30748422,0.0206404,1.18188088
egg,mayonnaise,11145,1751,341,0.03059668,0.19474586,0.02716049,1.05804054
garam masala,lemon juice,2179,4935,341,0.1564938,0.06909828,0.05034697,1.92010129
garlic powder,ground cumin,2686,4111,341,0.12695458,0.08294819,0.05281908,1.86988562
green bell pepper,tomato,1301,7169,341,0.26210607,0.04756591,0.04194858,2.21377077
green chilies,ground cumin,1520,4111,341,0.22434211,0.08294819,0.06446125,3.30428472
ground turmeric,vegetable oil,1864,5198,341,0.18293991,0.06560215,0.0507365,2.1310142
cayenne pepper,chili powder,1890,4698,340,0.17989418,0.07237122,0.05441741,2.31855951
corn,pepper,896,22147,340,0.37946429,0.01535197,0.01497599,1.0374571
flour,pasta,8057,2765,340,0.04219933,0.12296564,0.03243656,0.92411191
shallots,water,2528,8805,340,0.13449367,0.03861442,0.03092877,0.92488265
cauliflower,garlic,629,24801,339,0.53895072,0.0136688,0.01351082,1.3158125
pepper,white wine,22147,609,339,0.01530681,0.55665025,0.01512245,1.52188434
egg,greek yogurt,11145,1697,338,0.0303275,0.19917501,0.02703135,1.08210383
shaoxing wine,sugar,632,9681,338,0.53481013,0.03491375,0.03388471,3.34498018
black beans,sour cream,1555,2201,337,0.21672026,0.15311222,0.09856683,5.96202252
chili powder,turmeric,4698,1222,337,0.07173265,0.27577741,0.06036181,3.55434705
coconut oil,ginger,870,7018,337,0.38735632,0.04801938,0.04462985,3.34203837
cabbage,salt,592,34455,336,0.56756757,0.00975185,0.00967993,0.9974232
cheese,lettuce,15753,611,336,0.02132927,0.54991817,0.02096331,2.11372723
chili powder,paprika,4698,1778,336,0.0715198,0.18897638,0.05472313,2.43561509
curry leaves,onion,609,12300,336,0.55172414,0.02731707,0.02672393,2.71600785
bacon,cheese,802,15753,335,0.41770574,0.02126579,0.02065351,1.60554068
basil,red pepper flakes,2827,2319,335,0.11850018,0.14445882,0.06963209,3.09408612
beef,cilantro,2489,9781,335,0.13459221,0.03425008,0.02806871,0.83320295
cayenne,garlic,598,24801,335,0.56020067,0.01350752,0.01336578,1.36769286
coriander,garam masala,1151,2179,335,0.29105126,0.15374025,0.11185309,8.08772546
corn starch,oyster sauce,2573,891,335,0.13019821,0.37598204,0.10706296,8.84792564
cucumber,green onion,1907,8103,335,0.17566859,0.04134271,0.03462532,1.31269074
light soy sauce,sugar,784,9681,335,0.42729592,0.03460386,0.03307009,2.67253051
ground coriander,olive oil,1319,18893,334,0.25322214,0.01767851,0.0168025,0.81154928
pepper,turmeric,22147,1222,334,0.01508105,0.27332242,0.01449967,0.74726476
turmeric,water,1222,8805,334,0.27332242,0.03793299,0.03445786,1.87957668
chicken,ground turmeric,7796,1864,333,0.04271421,0.17864807,0.0357028,1.38752444
flour,tomato,8057,7169,333,0.04133052,0.04644999,0.0223595,0.34908118
black beans,green onion,1555,8103,332,0.21350482,0.04097248,0.0355994,1.59542355
green beans,pepper,781,22147,332,0.42509603,0.01499074,0.01469287,1.16221451
corn tortillas,ground cumin,1253,4111,331,0.264166,0.08051569,0.06576594,3.89084198
egg,yellow onion,11145,2303,331,0.02969942,0.14372558,0.02523443,0.78085093
oregano,tomato paste,4074,1708,331,0.08124693,0.19379391,0.0607228,2.88027033
salt,thyme leaves,34455,527,331,0.00960673,0.62808349,0.00955239,1.10377174
beef,green onion,2489,8103,330,0.13258337,0.04072566,0.03215747,0.99073465
bread,egg,623,11145,330,0.52969502,0.02960969,0.0288512,2.87779576
brown sugar,vegetable oil,2788,5198,330,0.11836442,0.06348596,0.04310345,1.37879291
chili powder,jalapeno chilies,4698,1861,330,0.07024266,0.17732402,0.05297801,2.28543409
coconut milk,water,1735,8805,330,0.19020173,0.03747871,0.03232125,1.30797441
cumin,oregano,1942,4074,330,0.16992791,0.08100147,0.05803728,2.52556085
olive oil,thyme leaves,18893,527,330,0.01746679,0.62618596,0.01728654,2.00685755
corn kernels,salt,535,34455,329,0.61495327,0.00954869,0.00949194,1.08069716
water,yellow onion,8805,2303,329,0.03736513,0.14285714,0.03052231,0.98239637
baby spinach,garlic,630,24801,328,0.52063492,0.01322527,0.01306617,1.2710957
butter,flat leaf parsley,9765,1635,328,0.03358935,0.20061162,0.02962428,1.24393586
cooking spray,water,2025,8805,328,0.16197531,0.03725156,0.03123215,1.11386768
green chilies,pepper,1520,22147,328,0.21578947,0.01481013,0.01405373,0.58996941
lemon,oregano,2264,4074,328,0.14487633,0.08051055,0.05457571,2.1532306
romaine lettuce,salt,589,34455,328,0.55687606,0.00951966,0.00944809,0.97863432
fennel seeds,garlic,571,24801,327,0.57267951,0.01318495,0.0130565,1.39815912
pork,sesame oil,1109,2978,327,0.29486023,0.10980524,0.08696809,5.9952274
baby spinach,olive oil,630,18893,326,0.51746032,0.01725507,0.01698182,1.65840376
garam masala,olive oil,2179,18893,326,0.14960991,0.01725507,0.01571387,0.47948342
butter,french bread,9765,600,325,0.03328213,0.54166667,0.03237052,3.35872162
ginger,lemongrass,7018,645,325,0.04630949,0.50387597,0.04429,4.34734824
italian seasoning,onion,1134,12300,325,0.28659612,0.02642276,0.02479213,1.41084513
shaoxing wine,soy sauce,632,5367,325,0.51424051,0.06055525,0.05727882,5.80161406
butter,cayenne pepper,9765,1890,324,0.03317972,0.17142857,0.02859412,1.06298003
butter,honey,9765,2977,324,0.03317972,0.1088344,0.02609116,0.67485128
cheese,oil,15753,3310,324,0.02056751,0.0978852,0.01729014,0.37624253
chinese five spice powder,salt,663,34455,324,0.48868778,0.00940357,0.00931195,0.85880265
corn starch,flour,2573,8057,324,0.12592305,0.04021348,0.031438,0.94633741
cumin,garlic powder,1942,2686,324,0.16683831,0.12062547,0.07527881,3.76100511
garlic,quinoa,24801,610,324,0.01306399,0.53114754,0.01291506,1.29676157
jalapeno chilies,purple onion,1861,2637,324,0.17409995,0.12286689,0.07762338,3.99763054
chicken,shallots,7796,2528,323,0.0414315,0.12776899,0.03229677,0.99235662
cinnamon,onion,1634,12300,323,0.19767442,0.02626016,0.02373081,0.97310456
egg,french bread,11145,600,323,0.02898161,0.53833333,0.02827876,2.92472708
light soy sauce,sesame oil,784,2978,323,0.4119898,0.10846206,0.09392265,8.37675693
cayenne pepper,tomato,1890,7169,322,0.17037037,0.04491561,0.03685476,1.43896302
chickpeas,pepper,773,22147,322,0.41655886,0.01453922,0.01424905,1.13887385
cumin,water,1942,8805,322,0.16580844,0.03657013,0.03088729,1.1402273
olive oil,onion powder,18893,1028,322,0.01704335,0.31322957,0.01642941,1.00386654
baking powder,milk,1637,3433,321,0.19609041,0.09350422,0.06759318,3.45857101
ginger,yellow onion,7018,2303,321,0.04573953,0.13938341,0.03566667,1.20257419
oil,sesame oil,3310,2978,321,0.09697885,0.10779046,0.05379588,1.97181648
salt,spring onions,34455,752,321,0.0093165,0.4268617,0.0092014,0.75015168
coconut milk,lime juice,1735,3816,320,0.18443804,0.08385744,0.06117377,2.92655224
green beans,olive oil,781,18893,320,0.40973111,0.01693749,0.01653405,1.31314344
honey,lime juice,2977,3816,320,0.10749076,0.08385744,0.04943612,1.70559897
green onion,shaoxing wine,8103,632,319,0.03936814,0.50474684,0.03790399,3.77174144
shallots,sugar,2528,9681,319,0.12618671,0.03295114,0.02682927,0.78923719
brown sugar,vanilla extract,2788,2397,318,0.11406026,0.13266583,0.06533799,2.88124682
carrot,honey,4669,2977,318,0.0681088,0.10681895,0.0433952,1.38528317
butter,nutmeg,9765,649,317,0.03246288,0.48844376,0.03139546,3.02870145
carrot,yellow onion,4669,2303,317,0.06789462,0.13764655,0.04763336,1.78507142
egg,nutmeg,11145,649,317,0.02844325,0.48844376,0.02762046,2.65368054
garam masala,vegetable oil,2179,5198,317,0.14547958,0.06098499,0.04490085,1.69464956
garlic,plain yogurt,24801,560,317,0.01278174,0.56607143,0.01265772,1.38202593
lettuce,tomato,611,7169,317,0.5188216,0.04421816,0.04247622,4.38201257
low sodium chicken broth,pepper,654,22147,317,0.48470948,0.01431345,0.01409891,1.32519795
onion,red chili peppers,12300,1212,317,0.02577236,0.26155116,0.02402425,1.28755467
oyster sauce,salt,891,34455,317,0.35578002,0.00920041,0.00904964,0.62523524
avocado,corn tortillas,2466,1253,316,0.12814274,0.25219473,0.09285924,6.19237269
carrot,tomato paste,4669,1708,316,0.06768045,0.18501171,0.05213661,2.39932727
garam masala,garlic paste,2179,543,316,0.14502065,0.58195212,0.13133832,16.17127156
garlic,hot sauce,24801,739,316,0.01274142,0.42760487,0.01252775,1.04396899
garlic,sweet onion,24801,594,316,0.01274142,0.53198653,0.01260018,1.29880991
oregano,red bell pepper,4074,2893,316,0.07756505,0.10922917,0.04751165,1.62342329
canola oil,cheese,1935,15753,315,0.1627907,0.01999619,0.01813158,0.62572061
fish sauce,onion,2182,12300,315,0.14436297,0.02560976,0.02223477,0.71066486
lemon,tomato,2264,7169,315,0.13913428,0.04393918,0.03454705,1.17514024
onion,shrimp,12300,1739,315,0.02560976,0.18113859,0.02295249,0.89170255
pepper,sweet onion,22147,594,315,0.01422315,0.53030303,0.0140462,1.44985093
red pepper flakes,tomato,2319,7169,315,0.13583441,0.04393918,0.03433991,1.1472693
cayenne pepper,ginger,1890,7018,314,0.16613757,0.04474209,0.03653712,1.43340405
coriander,pepper,1151,22147,314,0.27280626,0.01417799,0.01366168,0.74585356
eggplant,olive oil,551,18893,314,0.56987296,0.01661991,0.01641401,1.82638054
fish sauce,lemongrass,2182,645,314,0.14390467,0.48682171,0.12495026,13.50919077
garlic powder,green onion,2686,8103,314,0.11690246,0.03875108,0.02997613,0.87355841
ginger root,salt,608,34455,314,0.51644737,0.00911334,0.00903623,0.90758636
pepper,shaoxing wine,22147,632,314,0.01417799,0.49683544,0.0139773,1.35835039
sesame oil,shaoxing wine,2978,632,314,0.10543989,0.49683544,0.09526699,10.10187578
basil,water,2827,8805,313,0.11071808,0.03554798,0.02765262,0.76138325
cheese,green chilies,15753,1520,313,0.01986923,0.20592105,0.01845519,0.79150128
coconut milk,lime,1735,3146,313,0.18040346,0.09949142,0.06852014,3.47216446
egg whites,flour,1346,8057,313,0.23254086,0.03884821,0.03443344,1.74759205
honey,sugar,2977,9681,313,0.1051394,0.03233137,0.02535439,0.6575964
mint leaves,salt,550,34455,313,0.56909091,0.00908431,0.00902225,1.00010026
cheese,chicken stock,15753,1705,312,0.01980575,0.1829912,0.01819666,0.70336554
chili powder,lemon juice,4698,4935,312,0.06641124,0.06322188,0.0334728,0.81483293
